what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338895343536
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1338895346416
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1338895346430
started,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1338895346575
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895346732
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895378076
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1338895380265
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1338895380269
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895382961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895386723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895398189
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895429106
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1338895429148
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1338895429148
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1338895434762
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1338895434811
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1338895434822
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895435980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895451881
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1338895451960
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338895455007
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338895455094
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1338895455506
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1338895460019
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338895460347
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895460444
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895467697
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1338895469663
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1338895469908
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338895472286
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338895472341
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338895484137
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895486325
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895498537
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1338895498615
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1338895502205
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895502521
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895507393
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338895512019
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338895512077
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895513868
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895514021
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895514045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895518138
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338895519724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895525181
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895584955
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1338895585012
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895588497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895589622
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1338895589657
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338895589657
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338895589670
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1338895589682
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338895589727
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338895589768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895591039
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895602628
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895608941
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895639991
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895648630
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895650365
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895653970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895663969
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1338895664022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1338895664022
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895670822
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895766840
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1338895766906
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1338895771061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895771378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895776074
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338895778207
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338895778254
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895779763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895779936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895779954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895851170
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338895852625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895854954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895904944
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1338895905005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895906694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895906859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895906870
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895908297
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1338895914875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895915248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895917552
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895927368
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895927523
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895927541
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895929007
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1338895929047
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895938557
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895940123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895941252
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895954595
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1338895956106
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895956492
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895958657
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338895960074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895963649
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895963860
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895963882
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338895965470
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1338895965500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338896016743
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338896468895
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338896561369
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338896563892
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338896595754
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338896597861
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338896620537
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1338896620581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338896623144
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338896623284
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338896623295
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338896626154
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338896627488
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338899716541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338899717097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338899718240
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338899718369
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1338899718756
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1338899718756
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1338899718757
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1338899718757
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1338899718758
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1338899718759
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1338899718759
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1338899718760
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1338899718760
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1338899718769
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1338899718772
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1338899718774
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1338899718775
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1338899718776
stopped,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1338899718779
stopped,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1338899718779
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.traditional",1338899718781
stopped,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1338899718783
stopped,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1338899718783
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1338899718783
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1338899718783
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1338899718783
stopped,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1338899718785
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1338899718785
stopped,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1338899718785
stopped,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1338899718785
stopped,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1338899718786
stopped,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1338899718786
stopped,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1338899718787
stopped,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1338899718787
stopped,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1338899718787
stopped,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1338899718788
stopped,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1338899718789
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1338899718791
stopped,bundle,org.eclipse.rse.importexport,1.2.200.v201105021534,"org.eclipse.rse.importexport",1338899718792
stopped,bundle,org.eclipse.rse.subsystems.shells.telnet,1.2.200.v201101042155,"org.eclipse.rse.subsystems.shells.telnet",1338899718793
stopped,bundle,org.eclipse.rse.shells.ui,3.0.301.R33x_v201107181530,"org.eclipse.rse.shells.ui",1338899718794
stopped,bundle,org.eclipse.rse.files.ui,3.2.1.R33x_v201109141647,"org.eclipse.rse.files.ui",1338899718795
stopped,bundle,org.eclipse.rse.processes.ui,3.0.300.v201101042155,"org.eclipse.rse.processes.ui",1338899718796
stopped,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1338899718799
stopped,bundle,org.eclipse.mylyn.commons.team,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.team",1338899718801
stopped,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1338899718802
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1338899718804
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1338899718804
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1338899718805
stopped,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1338899718806
stopped,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1338899718807
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.tasks.ui",1338899718808
stopped,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1338899718808
stopped,bundle,org.eclipse.mylyn.help.ui,3.6.1.v20110830-0100,"org.eclipse.mylyn.help.ui",1338899718809
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.6.1.v20110825-0100,"org.eclipse.mylyn.tasks.bugs",1338899718810
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1338899718811
stopped,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1338899718811
stopped,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1338899718811
stopped,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1338899718811
stopped,bundle,org.eclipse.cdt.debug.ui.memory.transport,2.1.0.201202111925,"org.eclipse.cdt.debug.ui.memory.transport",1338899718812
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1338899718813
stopped,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1338899718814
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.ui",1338899718816
stopped,bundle,org.eclipse.rse.subsystems.files.dstore,2.1.201.R33x_v201109141647,"org.eclipse.rse.subsystems.files.dstore",1338899718817
stopped,bundle,org.eclipse.rse.subsystems.processes.dstore,2.1.300.v201101042155,"org.eclipse.rse.subsystems.processes.dstore",1338899718818
activated,perspective,org.eclipse.cdt.ui,,"org.eclipse.cdt.ui.CPerspective",1338908297062
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1338908297063
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1338908297063
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1338908297065
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1338908297066
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1338908297067
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1338908297068
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1338908297068
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1338908297069
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1338908297069
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1338908297069
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1338908297070
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1338908297071
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1338908297071
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1338908297071
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1338908297072
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1338908297072
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1338908297074
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1338908297075
